gene	GSM9850794	GSM9850795	GSM9850796	GSM9850797	GSM9850798	GSM9850799	GSM9850800
Gm56939	0	0	0	0	0	0	0
Gm56940	0	0	0	0	0	1	0
Gm56941	0	0	0	0	0	0	0
Gm56942	0	0	0	0	0	0	0
Gm56943	0	0	0	0	0	1	0
Gm56944	0	0	0	0	0	4	1
Gm56945	0	0	0	0	0	0	0
Gm56946	0	0	0	0	0	1	0
Gm56947	0	0	0	0	0	0	0
Gm56948	0	0	0	0	0	1	0
Gm56949	0	0	0	0	0	0	0
Gm56950	0	0	0	0	0	0	0
Gm56951	0	0	0	0	0	0	0
Gm56952	0	0	0	0	0	4	3
Gm56953	0	0	0	0	0	0	0
Gm56954	0	0	0	0	0	0	0
Gm56955	0	0	0	0	0	10	1
Gm56956	0	0	0	0	0	0	0
Gm56957	0	0	0	0	0	1	0
Gm56958	0	0	0	0	0	1	2
Gm56959	0	0	0	0	0	2	1
Gm56960	0	0	0	0	0	0	0
Gm56961	0	0	0	0	0	1	1
Gm56962	0	0	0	0	0	0	0
Gm56963	0	0	0	0	0	2	2
Gm56964	0	0	0	0	0	0	2
Gm56965	0	0	0	0	0	0	1
Gm56966	0	0	0	0	0	2	3
Gm56967	0	0	0	0	0	0	0
Gm56968	0	0	0	0	0	1	0
Gm56969	0	0	0	0	0	0	0
Gm56970	0	0	0	0	0	1	0
Gm56971	0	0	0	0	0	0	2
Gm56972	0	0	0	0	0	2	0
Gm56973	0	0	0	0	0	0	0
Gm56974	0	0	0	0	0	1	2
Gm56975	0	0	0	0	0	0	0
Gm56976	0	0	0	0	0	3	3
Gm56977	0	0	0	0	0	4	1
Gm56978	0	0	0	0	0	0	0
Gm56979	0	0	0	0	0	0	0
Gm56980	0	0	0	0	0	1	0
Gm56981	0	0	0	0	0	0	1
Gm56982	0	0	0	0	0	0	0
Gm56983	0	0	0	0	0	0	0
Gm56984	0	0	0	0	0	0	0
Gm56985	0	0	0	0	0	0	0
Gm56986	0	0	0	0	0	1	1
Gm56987	0	0	0	0	0	0	0
Gm56988	0	0	0	0	0	0	0
Gm56989	0	0	0	0	0	0	0
Gm56990	0	0	0	0	0	1	1
Gm56991	0	0	0	0	0	1	0
Gm56992	0	0	0	0	0	0	0
Gm56993	0	0	0	0	0	5	1
Gm56994	0	0	0	0	0	0	1
Gm56995	0	0	0	0	0	0	0
Gm56996	0	0	0	0	0	0	0
Gm56997	0	0	0	0	0	2	0
Gm56998	0	0	0	0	0	0	0
Gm56999	0	0	0	0	0	5	1
Gm57000	0	0	0	0	0	2	0
Gm57001	0	0	0	0	0	0	0
Gm57002	0	0	0	0	0	0	0
Gm57003	0	0	0	0	0	0	0
Gm57004	0	0	0	0	0	2	0
Gm57005	0	0	0	0	0	0	0
Gm57006	0	0	0	0	0	5	3
Gm57007	0	0	0	0	0	0	0
Gm57008	0	0	0	0	0	0	1
Gm57009	0	0	0	0	0	3	1
Gm57010	0	0	0	0	0	6	0
Gm57011	0	0	0	0	0	0	0
Gm57012	0	0	0	0	0	0	0
Gm57013	0	0	0	0	0	0	1
Gm57014	0	0	0	0	0	0	0
Gm57015	0	0	0	0	0	0	1
Gm57016	0	0	0	0	0	0	0
Gm57017	0	0	0	0	0	5	2
Gm57018	0	0	0	0	0	0	0
Gm57019	0	0	0	0	0	0	0
Gm57020	0	0	0	0	0	0	0
Gm57021	0	0	0	0	0	0	0
Gm57022	0	0	0	0	0	0	1
Gm57023	0	0	0	0	0	0	0
Gm57024	0	0	0	0	0	0	0
Gm57025	0	0	0	0	0	0	0
Gm57026	0	0	0	0	0	2	0
Gm57027	0	0	0	0	0	1	3
Gm57028	0	0	0	0	0	3	0
Gm57029	0	0	0	0	0	0	0
Gm57030	0	0	0	0	0	1	0
Gm57031	0	0	0	0	0	0	0
Gm57032	0	0	0	0	0	0	0
Gm57033	0	0	0	0	0	0	0
Gm57034	0	0	0	0	0	0	1
Gm57035	0	0	0	0	0	0	0
Gm57036	0	0	0	0	0	0	0
Gm57037	0	0	0	0	0	0	0
Gm57038	0	0	0	0	0	5	0
Gm57039	0	0	0	0	0	2	0
Gm57040	0	0	0	0	0	0	0
Gm57041	0	0	0	0	0	0	0
Gm57042	0	0	0	0	0	0	1
Gm57043	0	0	0	0	0	0	0
Gm57044	0	0	0	0	0	0	1
Gm57045	0	0	0	0	0	1	0
Gm57046	0	0	0	0	0	0	0
Gm57047	0	0	0	0	0	3	4
Gm57048	0	0	0	0	0	0	0
Gm57049	0	0	0	0	0	0	0
Gm57050	0	0	0	0	0	2	1
Gm57051	0	0	0	0	0	0	0
Gm57052	0	0	0	0	0	1	0
Gm57053	0	0	0	0	0	0	0
Gm57054	0	0	0	0	0	0	0
Gm57055	0	0	0	0	0	0	0
Gm57056	0	0	0	0	0	0	0
Gm57057	0	0	0	0	0	0	0
Gm57058	0	0	0	0	0	0	0
Gm57059	0	0	0	0	0	0	1
Gm57060	0	0	0	0	0	0	0
Gm57061	0	0	0	0	0	0	1
Gm57062	0	0	0	0	0	0	0
Gm57063	0	0	0	0	0	0	0
Gm57064	0	0	0	0	0	7	1
Gm57065	0	0	0	0	0	3	1
Gm57066	0	0	0	0	0	0	0
Gm57067	0	0	0	0	0	0	0
Gm57068	0	0	0	0	0	0	0
Gm57069	0	0	0	0	0	0	0
Gm57070	0	0	0	0	0	1	0
Gm57071	0	0	0	0	0	2	2
Gm57072	0	0	0	0	0	0	0
Gm57073	0	0	0	0	0	1	1
Gm57074	0	0	0	0	0	1	0
Gm57075	0	0	0	0	0	0	0
Gm57076	0	0	0	0	0	0	0
Gm57077	0	0	0	0	0	0	0
Gm57078	0	0	0	0	0	1	0
Gm57079	0	0	0	0	0	0	0
Gm57080	0	0	0	0	0	0	1
Gm57081	0	0	0	0	0	1	0
Gm57082	0	0	0	0	0	0	1
Gm57083	0	0	0	0	0	0	0
Gm57084	0	0	0	0	0	5	1
Gm57085	0	0	0	0	0	0	0
Gm57086	0	0	0	0	0	0	0
Gm57087	0	0	0	0	0	0	0
Gm57088	0	0	0	0	0	0	0
Gm57089	0	0	0	0	0	0	0
Gm57090	0	0	0	0	0	0	0
Gm57091	0	0	0	0	0	0	0
Gm57092	0	0	0	0	0	0	0
Gm57093	0	0	0	0	0	2	0
Gm57094	0	0	0	0	0	2	22
Gm57095	0	0	0	0	0	0	0
Gm57096	0	0	0	0	0	0	4
Gm57097	0	0	0	0	0	0	0
Gm57098	0	0	0	0	0	0	0
Gm57099	0	0	0	0	0	0	0
Gm57100	0	0	0	0	0	0	0
Gm57101	0	0	0	0	0	0	0
Gm57102	0	0	0	0	0	0	0
Gm57103	0	0	0	0	0	2	2
Gm57104	0	0	0	0	0	1	0
Gm57105	0	0	0	0	0	0	0
Gm57106	0	0	0	0	0	0	0
Gm57107	0	0	0	0	0	0	0
Gm57108	0	0	0	0	0	0	0
Gm57109	0	0	0	0	0	3	1
Gm57110	0	0	0	0	0	0	0
Gm57111	0	0	0	0	0	0	0
Gm57112	0	0	0	0	0	0	0
Gm57113	0	0	0	0	0	0	0
Gm57114	0	0	0	0	0	0	0
Gm57115	0	0	0	0	0	0	1
Gm57116	0	0	0	0	0	0	0
Gm57117	0	0	0	0	0	2	2
Gm57118	0	0	0	0	0	0	0
Gm57119	0	0	0	0	0	0	0
Gm57120	0	0	0	0	0	0	0
Gm57121	0	0	0	0	0	0	0
Gm57122	0	0	0	0	0	1	2
Gm57123	0	0	0	0	0	0	0
Gm57124	0	0	0	0	0	0	0
Gm57125	0	0	0	0	0	0	1
Gm57126	0	0	0	0	0	0	0
Gm57127	0	0	0	0	0	0	0
Gm57128	0	0	0	0	0	0	0
Gm57129	0	0	0	0	0	0	0
Gm57130	0	0	0	0	0	0	0
Gm57131	0	0	0	0	0	0	0
Gm57132	0	0	0	0	0	0	0
Gm57133	0	0	0	0	0	4	1
Gm57134	0	0	0	0	0	0	0
Gm57135	0	0	0	0	0	0	0
Gm57136	0	0	0	0	0	2	2
Gm57137	0	0	0	0	0	7	2
Gm57138	0	0	0	0	0	0	0
Gm57139	0	0	0	0	0	0	0
Gm57140	0	0	0	0	0	0	0
Gm57141	0	0	0	0	0	1	1
Gm57142	0	0	0	0	0	0	0
Gm57143	0	0	0	0	0	2	0
Gm57144	0	0	0	0	0	0	0
Gm57145	0	0	0	0	0	0	1
Gm57146	0	0	0	0	0	18	11
Gm57147	0	0	0	0	0	0	2
Gm57148	0	0	0	0	0	1	1
Gm57149	0	0	0	0	0	0	0
Gm57150	0	0	0	0	0	0	0
Gm57151	0	0	0	0	0	0	0
Gm57152	0	0	0	0	0	1	0
Gm57153	0	0	0	0	0	0	0
Gm57154	0	0	0	0	0	0	0
Gm57155	0	0	0	0	0	0	0
Gm57156	0	0	0	0	0	0	0
Gm57157	0	0	0	0	0	0	0
Gm57158	0	0	0	0	0	3	3
Gm57159	0	0	0	0	0	0	1
Gm57160	0	0	0	0	0	0	0
Gm57161	0	0	0	0	0	4	11
Gm57162	0	0	0	0	0	4	0
Gm57163	0	0	0	0	0	0	0
Gm57164	0	0	0	0	0	0	1
Gm57165	0	0	0	0	0	0	1
Gm57166	0	0	0	0	0	0	0
Gm57167	0	0	0	0	0	1	2
Gm57168	0	0	0	0	0	0	0
Gm57169	0	0	0	0	0	5	0
Gm57170	0	0	0	0	0	1	1
Gm57171	0	0	0	0	0	2	0
Gm57172	0	0	0	0	0	0	0
Gm57173	0	0	0	0	0	0	2
Gm57174	0	0	0	0	0	0	0
Gm57175	0	0	0	0	0	2	2
Gm57176	0	0	0	0	0	2	1
Gm57177	0	0	0	0	0	0	0
Gm57178	0	0	0	0	0	0	0
Gm57179	0	0	0	0	0	0	0
Gm57180	0	0	0	0	0	0	2
Gm57181	0	0	0	0	0	0	0
Gm57182	0	0	0	0	0	7	5
Gm57183	0	0	0	0	0	2	0
Gm57184	0	0	0	0	0	2	4
Gm57185	0	0	0	0	0	0	0
Gm57186	0	0	0	0	0	3	2
Gm57187	0	0	0	0	0	0	0
Gm57188	0	0	0	0	0	0	0
Gm57189	0	0	0	0	0	4	0
Gm57190	0	0	0	0	0	0	0
Gm57192	0	0	0	0	0	1	0
Gm57193	0	0	0	0	0	0	0
Gm57194	0	0	0	0	0	0	0
Gm57195	0	0	0	0	0	0	0
Gm57196	0	0	0	0	0	2	0
Gm57197	0	0	0	0	0	0	0
Gm57198	0	0	0	0	0	2	6
Gm57199	0	0	0	0	0	4	0
Gm57200	0	0	0	0	0	2	3
Gm57201	0	0	0	0	0	3	0
Gm57202	0	0	0	0	0	0	0
Gm57203	0	0	0	0	0	0	0
Gm57204	0	0	0	0	0	30	5
Gm57205	0	0	0	0	0	0	0
Gm57206	0	0	0	0	0	4	0
Gm57207	0	0	0	0	0	0	0
Gm57208	0	0	0	0	0	0	0
Gm57209	0	0	0	0	0	0	0
Gm57210	0	0	0	0	0	0	0
Gm57211	0	0	0	0	0	1	0
Gm57212	0	0	0	0	0	0	0
Gm57213	0	0	0	0	0	0	0
Gm57214	0	0	0	0	0	0	0
Gm57215	0	0	0	0	0	0	0
Gm57216	0	0	0	0	0	0	0
Gm57217	0	0	0	0	0	0	0
Gm57218	0	0	0	0	0	0	0
Gm57219	0	0	0	0	0	0	0
Gm57220	0	0	0	0	0	0	0
Gm57221	0	0	0	0	0	0	0
Gm57222	0	0	0	0	0	0	0
Gm57223	0	0	0	0	0	0	0
Gm57224	0	0	0	0	0	0	0
Gm57225	0	0	0	0	0	2	0
Gm57226	0	0	0	0	0	0	0
Gm57227	0	0	0	0	0	0	1
Gm57228	0	0	0	0	0	1	0
Gm57229	0	0	0	0	0	0	0
Gm57230	0	0	0	0	0	1	0
Gm57231	0	0	0	0	0	1	0
Gm57232	0	0	0	0	0	0	0
Gm57233	0	0	0	0	0	0	0
Gm57234	0	0	0	0	0	0	0
Gm57235	0	0	0	0	0	0	1
Gm57236	0	0	0	0	0	0	0
Gm57237	0	0	0	0	0	0	0
Gm57238	0	0	0	0	0	4	5
Gm57239	0	0	0	0	0	0	0
Gm57240	0	0	0	0	0	0	1
Gm57241	0	0	0	0	0	1	1
Gm57242	0	0	0	0	0	1	0
Gm57243	0	0	0	0	0	3	2
Gm57244	0	0	0	0	0	0	2
Gm57245	0	0	0	0	0	2	1
Gm57246	0	0	0	0	0	0	1
Gm57247	0	0	0	0	0	0	1
Gm57248	0	0	0	0	0	0	0
Gm57249	0	0	0	0	0	0	0
Gm57250	0	0	0	0	0	2	0
Gm57251	0	0	0	0	0	0	0
Gm57252	0	0	0	0	0	0	0
Gm57253	0	0	0	0	0	0	0
Gm57254	0	0	0	0	0	0	0
Gm57255	0	0	0	0	0	0	0
Gm57256	0	0	0	0	0	1	0
Gm57257	0	0	0	0	0	3	1
Gm57258	0	0	0	0	0	1	1
Gm57259	0	0	0	0	0	0	0
Gm57260	0	0	0	0	0	0	0
Gm57261	0	0	0	0	0	1	0
Gm57262	0	0	0	0	0	2	0
Gm57263	0	0	0	0	0	2	0
Gm57264	0	0	0	0	0	0	0
Gm57265	0	0	0	0	0	0	0
Gm57266	0	0	0	0	0	1	0
Gm57267	0	0	0	0	0	0	0
Gm57268	0	0	0	0	0	0	0
Gm57269	0	0	0	0	0	7	4
Gm57270	0	0	0	0	0	1	0
Gm57271	0	0	0	0	0	3	1
Gm57272	0	0	0	0	0	0	1
Gm57273	0	0	0	0	0	0	2
Gm57274	0	0	0	0	0	0	0
Gm57275	0	0	0	0	0	2	1
Gm57276	0	0	0	0	0	0	0
Gm57277	0	0	0	0	0	0	0
Gm57278	0	0	0	0	0	1	0
Gm57279	0	0	0	0	0	0	0
Gm57280	0	0	0	0	0	0	0
Gm57281	0	0	0	0	0	0	0
Gm57282	0	0	0	0	0	0	0
Gm57283	0	0	0	0	0	0	0
Gm57284	0	0	0	0	0	0	0
Gm57285	0	0	0	0	0	0	0
Gm57286	0	0	0	0	0	9	5
Gm57287	0	0	0	0	0	0	0
Gm57288	0	0	0	0	0	0	0
Gm57289	0	0	0	0	0	0	1
Gm57290	0	0	0	0	0	0	0
Gm57291	0	0	0	0	0	0	2
Gm57292	0	0	0	0	0	1	0
Gm57293	0	0	0	0	0	0	2
Gm57294	0	0	0	0	0	0	0
Gm57295	0	0	0	0	0	2	1
Gm57296	0	0	0	0	0	0	0
Gm57297	0	0	0	0	0	1	0
Gm57298	0	0	0	0	0	0	0
Gm57299	0	0	0	0	0	1	0
Gm57300	0	0	0	0	0	0	0
Gm57301	0	0	0	0	0	2	1
Gm57302	0	0	0	0	0	0	0
Gm57303	0	0	0	0	0	2	0
Gm57304	0	0	0	0	0	1	0
Gm57305	0	0	0	0	0	0	0
Gm57306	0	0	0	0	0	1	2
Gm57307	0	0	0	0	0	1	1
Gm57308	0	0	0	0	0	0	0
Gm57309	0	0	0	0	0	0	0
Gm57310	0	0	0	0	0	0	0
Gm57311	0	0	0	0	0	0	0
Gm57312	0	0	0	0	0	0	0
Gm57313	0	0	0	0	0	0	0
Gm57314	0	0	0	0	0	0	0
Gm57315	0	0	0	0	0	47	41
Gm57316	0	0	0	0	0	0	0
Gm57317	0	0	0	0	0	1	0
Gm57318	0	0	0	0	0	0	0
Gm57319	0	0	0	0	0	1	0
Gm57320	0	0	0	0	0	4	0
Gm57321	0	0	0	0	0	5	2
Gm57322	0	0	0	0	0	0	0
Gm57323	0	0	0	0	0	1	0
Gm57324	0	0	0	0	0	2	2
Gm57325	0	0	0	0	0	1	3
Gm57327	0	0	0	0	0	0	0
Gm57328	0	0	0	0	0	0	2
Gm57329	0	0	0	0	0	0	0
Gm57330	0	0	0	0	0	1	0
Gm57331	0	0	0	0	0	1	0
Gm57332	0	0	0	0	0	0	1
Gm57333	0	0	0	0	0	0	0
Gm57334	0	0	0	0	0	0	0
Gm57335	0	0	0	0	0	0	0
Gm57336	0	0	0	0	0	0	0
Gm57337	0	0	0	0	0	4	0
Gm57338	0	0	0	0	0	0	0
Gm57339	0	0	0	0	0	1	1
Gm57340	0	0	0	0	0	0	0
Gm57341	0	0	0	0	0	1	4
Gm57342	0	0	0	0	0	0	0
Gm57343	0	0	0	0	0	0	0
Gm57344	0	0	0	0	0	0	0
Gm57345	0	0	0	0	0	0	0
Gm57346	0	0	0	0	0	0	0
Gm57347	0	0	0	0	0	2	0
Gm57348	0	0	0	0	0	0	0
Gm57349	0	0	0	0	0	10	8
Gm57350	0	0	0	0	0	0	0
Gm57351	0	0	0	0	0	1	3
Gm57352	0	0	0	0	0	16	13
Gm57353	0	0	0	0	0	0	1
Gm57354	0	0	0	0	0	6	5
Gm57355	0	0	0	0	0	2	0
Gm57356	0	0	0	0	0	0	0
Gm57357	0	0	0	0	0	0	0
Gm57358	0	0	0	0	0	0	0
Gm57359	0	0	0	0	0	0	0
Gm57360	0	0	0	0	0	0	0
Gm57361	0	0	0	0	0	0	0
Gm57362	0	0	0	0	0	0	1
Gm57363	0	0	0	0	0	0	0
Gm57364	0	0	0	0	0	0	0
Gm57365	0	0	0	0	0	2	0
Gm57366	0	0	0	0	0	6	0
Gm57367	0	0	0	0	0	0	0
Gm57368	0	0	0	0	0	0	0
Gm57369	0	0	0	0	0	0	0
Gm57370	0	0	0	0	0	0	0
Gm57371	0	0	0	0	0	0	0
Gm57372	0	0	0	0	0	1	0
Gm57373	0	0	0	0	0	1	0
Gm57374	0	0	0	0	0	0	1
Gm57375	0	0	0	0	0	0	0
Gm57376	0	0	0	0	0	0	2
Gm57377	0	0	0	0	0	0	0
Gm57378	0	0	0	0	0	0	0
Gm57379	0	0	0	0	0	0	0
Gm57380	0	0	0	0	0	0	0
Gm57381	0	0	0	0	0	0	0
Gm57382	0	0	0	0	0	4	3
Gm57383	0	0	0	0	0	8	6
Gm57384	0	0	0	0	0	0	0
Gm57385	0	0	0	0	0	1	1
Gm57386	0	0	0	0	0	1	2
Gm57387	0	0	0	0	0	0	1
Gm57388	0	0	0	0	0	2	3
Gm57389	0	0	0	0	0	0	0
Gm57390	0	0	0	0	0	16	12
Gm57391	0	0	0	0	0	0	0
Gm57392	0	0	0	0	0	0	0
Gm57393	0	0	0	0	0	0	0
Gm57394	0	0	0	0	0	2	1
Gm57395	0	0	0	0	0	12	14
Gm57396	0	0	0	0	0	0	0
Gm57397	0	0	0	0	0	6	0
Gm57398	0	0	0	0	0	0	0
Gm57399	0	0	0	0	0	7	3
Gm57400	0	0	0	0	0	0	0
Gm57401	0	0	0	0	0	0	0
Gm57402	0	0	0	0	0	25	26
Gm57403	0	0	0	0	0	2	2
Gm57404	0	0	0	0	0	6	4
Gm57405	0	0	0	0	0	0	0
Gm57406	0	0	0	0	0	0	0
Gm57407	0	0	0	0	0	0	0
Gm57408	0	0	0	0	0	0	0
Gm57409	0	0	0	0	0	4	2
Gm57410	0	0	0	0	0	0	0
Gm57411	0	0	0	0	0	0	0
Gm57412	0	0	0	0	0	2	1
Gm57413	0	0	0	0	0	0	0
Gm57414	0	0	0	0	0	0	0
Gm57415	0	0	0	0	0	0	0
Gm57416	0	0	0	0	0	0	0
Gm57417	0	0	0	0	0	0	0
Gm57418	0	0	0	0	0	3	0
Gm57419	0	0	0	0	0	0	0
Gm57420	0	0	0	0	0	0	0
Gm57421	0	0	0	0	0	0	0
Gm57422	0	0	0	0	0	0	0
Gm57423	0	0	0	0	0	0	0
Gm57424	0	0	0	0	0	1	2
Gm57425	0	0	0	0	0	0	0
Gm57426	0	0	0	0	0	0	0
Gm57427	0	0	0	0	0	0	0
Gm57428	0	0	0	0	0	2	0
Gm57429	0	0	0	0	0	4	0
Gm57430	0	0	0	0	0	0	0
Gm57431	0	0	0	0	0	0	0
Gm57432	0	0	0	0	0	0	0
Gm57433	0	0	0	0	0	0	0
Gm57434	0	0	0	0	0	0	0
Gm57435	0	0	0	0	0	2	0
Gm57436	0	0	0	0	0	0	0
Gm57437	0	0	0	0	0	0	0
Gm57438	0	0	0	0	0	0	0
Gm57439	0	0	0	0	0	0	4
Gm57440	0	0	0	0	0	0	1
Gm57441	0	0	0	0	0	0	0
Gm57442	0	0	0	0	0	0	0
Gm57443	0	0	0	0	0	0	0
Gm57444	0	0	0	0	0	0	0
Gm57445	0	0	0	0	0	1	0
Gm57446	0	0	0	0	0	3	3
Gm57447	0	0	0	0	0	0	0
Gm57448	0	0	0	0	0	0	1
Gm57449	0	0	0	0	0	0	0
Gm57450	0	0	0	0	0	4	4
Gm57451	0	0	0	0	0	0	0
Gm57452	0	0	0	0	0	0	0
Gm57453	0	0	0	0	0	7	13
Gm57454	0	0	0	0	0	0	0
Gm57455	0	0	0	0	0	2	3
Gm57456	0	0	0	0	0	1	0
Gm57457	0	0	0	0	0	11	9
Gm57458	0	0	0	0	0	0	0
Gm57459	0	0	0	0	0	0	1
Gm57460	0	0	0	0	0	1	1
Gm57461	0	0	0	0	0	0	1
Gm57462	0	0	0	0	0	2	4
Gm57463	0	0	0	0	0	10	6
Gm57464	0	0	0	0	0	1	0
Gm57465	0	0	0	0	0	0	0
Gm57466	0	0	0	0	0	0	0
Gm57467	0	0	0	0	0	0	0
Gm57468	0	0	0	0	0	3	1
Gm57469	0	0	0	0	0	0	0
Gm57470	0	0	0	0	0	0	0
Gm57471	0	0	0	0	0	2	1
Gm57472	0	0	0	0	0	0	0
Gm57473	0	0	0	0	0	0	0
Gm57474	0	0	0	0	0	0	0
Gm57475	0	0	0	0	0	2	0
Gm57476	0	0	0	0	0	2	2
Gm57477	0	0	0	0	0	1	1
Gm5817	0	0	0	0	0	2	5
Gm5885	0	0	0	0	0	0	0
Gm5886	0	0	0	0	0	0	0
Gm5945	0	0	0	0	0	0	0
Gm6345	0	0	0	0	0	0	0
Gm6360	0	0	0	0	0	0	0
Gm6403	0	0	0	0	0	3	0
Gm6489	0	0	0	0	0	0	0
Gm6600	0	0	0	0	0	0	0
Gm715	0	0	0	0	0	0	2
Gm7582	0	0	0	0	0	0	0
Gm7592	0	0	0	0	0	0	0
Gm7609	0	0	0	0	0	0	0
Gm8417	0	0	0	0	0	0	0
Gm9054	0	0	0	0	0	1	1
Gm9456	0	0	0	0	0	2	3
Gm9564	0	0	0	0	0	0	1
Gm9696	0	0	0	0	0	0	0
Gm9744	0	0	0	0	0	0	0
Gm9831	0	0	0	0	0	1	0
Gm9975	0	0	0	0	0	9	14
Gng14	0	0	0	0	0	0	1
Gng5c	0	0	0	0	0	6	3
Golm2	0	0	0	0	0	89	100
Gpr15lg	0	0	0	0	0	0	20
Grep1	0	0	0	0	0	0	1
Gsdmcl-ps	0	0	0	0	0	0	0
Gsdmcl1	0	0	0	0	0	0	0
Gsdmcl2	0	0	0	0	0	0	0
Gsta5	0	0	0	0	0	0	0
Gvin2	0	0	0	0	0	7	4
H1f1	0	0	0	0	0	3	15
H1f10	0	0	0	0	0	14	35
H1f2	0	0	0	0	0	144	75
H1f3	0	0	0	0	0	14	25
H1f4	0	0	0	0	0	60	95
H1f5	0	0	0	0	0	28	381
H1f6	0	0	0	0	0	0	0
H1f7	0	0	0	0	0	0	0
H1f8	0	0	0	0	0	0	0
H1f9	0	0	0	0	0	0	0
H2-Bl	0	0	0	0	0	0	0
H2-Ea	0	0	0	0	0	0	0
H2-K2	0	0	0	0	0	7	5
H2-Q5	0	0	0	0	0	4	1
H2-T10	0	0	0	0	0	7	4
H2ab1	0	0	0	0	0	0	0
H2ab2	0	0	0	0	0	0	0
H2ab3	0	0	0	0	0	0	0
H2ac1	0	0	0	0	0	0	0
H2ac10	0	0	0	0	0	6	11
H2ac11	0	0	0	0	0	2	2
H2ac12	0	0	0	0	0	1	2
H2ac13	0	0	0	0	0	5	5
H2ac15	0	0	0	0	0	3	7
H2ac18	0	0	0	0	0	13	10
H2ac19	0	0	0	0	0	0	0
H2ac20	0	0	0	0	0	18	43
H2ac21	0	0	0	0	0	0	0
H2ac22	0	0	0	0	0	3	8
H2ac23	0	0	0	0	0	0	0
H2ac24	0	0	0	0	0	161	601
H2ac25	0	0	0	0	0	34	18
H2ac4	0	0	0	0	0	5	38
H2ac6	0	0	0	0	0	5	4
H2ac7	0	0	0	0	0	3	2
H2ac8	0	0	0	0	0	48	206
H2aj	0	0	0	0	0	416	300
H2ap	0	0	0	0	0	0	0
H2ax	0	0	0	0	0	75	199
H2az1	0	0	0	0	0	955	1836
H2az2	0	0	0	0	0	302	288
H2bc1	0	0	0	0	0	0	0
H2bc11	0	0	0	0	0	4	14
H2bc12	0	0	0	0	0	2	0
H2bc13	0	0	0	0	0	0	0
H2bc14	0	0	0	0	0	2	3
H2bc15	0	0	0	0	0	0	2
H2bc18	0	0	0	0	0	4	12
H2bc21	0	0	0	0	0	2	3
H2bc22	0	0	0	0	0	0	0
H2bc23	0	0	0	0	0	0	0
H2bc24	0	0	0	0	0	6	6
H2bc26-ps	0	0	0	0	0	0	0
H2bc27	0	0	0	0	0	2	4
H2bc3	0	0	0	0	0	6	5
H2bc4	0	0	0	0	0	401	182
H2bc6	0	0	0	0	0	18	9
H2bc7	0	0	0	0	0	0	3
H2bc8	0	0	0	0	0	4	6
H2bc9	0	0	0	0	0	0	5
H2bl1	0	0	0	0	0	0	0
H2bw2	0	0	0	0	0	0	0
H3c1	0	0	0	0	0	0	2
H3c10	0	0	0	0	0	1	2
H3c11	0	0	0	0	0	7	5
H3c13	0	0	0	0	0	1	0
H3c14	0	0	0	0	0	3	2
H3c15	0	0	0	0	0	3	1
H3c2	0	0	0	0	0	2	4
H3c3	0	0	0	0	0	9	59
H3c4	0	0	0	0	0	2	3
H3c6	0	0	0	0	0	9	14
H3c7	0	0	0	0	0	5	10
H3c8	0	0	0	0	0	0	1
H3f4	0	0	0	0	0	0	0
H4c1	0	0	0	0	0	1	1
H4c11	0	0	0	0	0	3	4
H4c12	0	0	0	0	0	4	0
H4c14	0	0	0	0	0	3	3
H4c16	0	0	0	0	0	1	1
H4c17	0	0	0	0	0	2	1
H4c18	0	0	0	0	0	6	3
H4c2	0	0	0	0	0	0	4
H4c3	0	0	0	0	0	6	8
H4c4	0	0	0	0	0	77	155
H4c6	0	0	0	0	0	0	1
H4c8	0	0	0	0	0	40	29
H4c9	0	0	0	0	0	25	36
Hapstr1	0	0	0	0	0	133	87
Hdnr	0	0	0	0	0	13	20
Hmga2-ps1	0	0	0	0	0	2	4
Hmgn2-ps	0	0	0	0	0	2	2
Hoatz	0	0	0	0	0	1	0
Hrob	0	0	0	0	0	0	8
Hsd17b8	0	0	0	0	0	53	21
Hsd3b8	0	0	0	0	0	1	0
Hsd3b9	0	0	0	0	0	0	0
Hycc1	0	0	0	0	0	49	67
Hycc2	0	0	0	0	0	45	35
Hyi	0	0	0	0	0	119	91
Idi2l	0	0	0	0	0	0	0
Iftap	0	0	0	0	0	40	65
Iho1	0	0	0	0	0	0	1
Il22b	0	0	0	0	0	0	0
Il36a	0	0	0	0	0	0	0
Il36b	0	0	0	0	0	0	0
Il36g	0	0	0	0	0	2	0
Il36rn	0	0	0	0	0	0	0
Inhca	0	0	0	0	0	4	4
Ints15	0	0	0	0	0	22	17
Irag1	0	0	0	0	0	66	48
Irag2	0	0	0	0	0	33	2
Jkampl	0	0	0	0	0	0	0
Kash5	0	0	0	0	0	0	2
Katnip	0	0	0	0	0	46	39
Kics2	0	0	0	0	0	3	9
Kif19b	0	0	0	0	0	1	0
Kifbp	0	0	0	0	0	60	36
Klhl17	0	0	0	0	0	4	2
Klrh1	0	0	0	0	0	0	0
Leat1	0	0	0	0	0	0	0
Lexis1	0	0	0	0	0	0	0
Lilrb4b	0	0	0	0	0	63	6
Lincmd1	0	0	0	0	0	0	0
Lincred1	0	0	0	0	0	0	0
Litafd	0	0	0	0	0	0	0
Lncob1	0	0	0	0	0	0	3
Lrrc55os	0	0	0	0	0	0	0
Ly6a2	0	0	0	0	0	2	1
Lypd8l	0	0	0	0	0	0	0
